Id;m_min;m_max;m_mean;m_std;victim;Cat;Label;victim_n
m954;-207.0;322.44;107.48;278.4;No;Institution;m954;0
m9540;1.72;54.44;18.21;16.39;No;Institution;m9540;0
m9541;99.0;161.02;135.63;25.35;No;Institution;m9541;0
m9542;54.15;54.15;54.15;;No;Institution;m9542;0
m9543;2.45;5.83;4.14;2.39;No;Institution;m9543;0
m9544;41.99;41.99;41.99;;No;Institution;m9544;0
m9545;1.37;1.37;1.37;;No;Institution;m9545;0
m9546;1.44;98.34;37.67;22.56;No;Institution;m9546;0
m9547;30.2;56.7;38.62;12.43;No;Institution;m9547;0
m9548;22.45;31.85;26.78;3.91;No;Institution;m9548;0
m9549;53.75;53.75;53.75;;No;Institution;m9549;0
m955;8.22;39.19;16.53;6.94;No;Institution;m955;0
m9550;19.73;85.15;57.28;16.97;No;Institution;m9550;0
m9551;61.82;129.81;82.22;19.91;No;Institution;m9551;0
m9552;11.29;88.22;49.76;54.4;No;Institution;m9552;0
m9553;10.91;10.91;10.91;;No;Institution;m9553;0
m9554;9.03;9.03;9.03;;No;Institution;m9554;0
m9555;165.54;194.29;179.92;20.33;No;Institution;m9555;0
m9556;9.47;23.45;13.4;6.72;No;Institution;m9556;0
m9557;28.51;29.31;28.91;0.57;No;Institution;m9557;0
m9558;61.85;83.36;69.46;7.69;No;Institution;m9558;0
m9559;62.49;91.15;77.33;7.93;No;Institution;m9559;0
m956;32.07;43.77;36.28;6.5;No;Institution;m956;0
m9560;7.56;13.37;9.7;3.2;No;Institution;m9560;0
m9561;4.56;56.36;32.88;21.73;No;Institution;m9561;0
m9562;4.87;98.3;28.96;22.47;No;Institution;m9562;0
m9563;14.3;68.93;45.42;19.05;No;Institution;m9563;0
m9564;11.59;245.31;134.8;76.84;No;Institution;m9564;0
m9565;15.13;16.24;15.68;0.78;No;Institution;m9565;0
m9566;36.47;74.54;53.27;15.53;No;Institution;m9566;0
m9567;383.27;383.27;383.27;;No;Institution;m9567;0
m9568;24.04;36.8;31.14;6.17;No;Institution;m9568;0
m9569;2.54;58.43;28.2;19.13;No;Institution;m9569;0
m957;13.9;13.9;13.9;;No;Institution;m957;0
m9570;958.72;1145.2;1051.96;131.86;No;Institution;m9570;0
m9571;4.53;4.53;4.53;;No;Institution;m9571;0
m9572;267.74;331.03;298.99;25.51;No;Institution;m9572;0
m9573;2.66;187.49;50.3;54.43;No;Institution;m9573;0
m9574;193.12;257.93;225.52;45.83;No;Institution;m9574;0
m9575;22.19;56.73;39.46;24.42;No;Institution;m9575;0
m9576;157.01;157.01;157.01;;No;Institution;m9576;0
m9577;48.3;48.3;48.3;;No;Institution;m9577;0
m9578;-390.0;390.0;113.93;437.08;No;Institution;m9578;0
m9579;1.25;78.8;48.42;26.82;No;Institution;m9579;0
m958;2.66;279.19;100.71;61.31;No;Institution;m958;0
m9580;24.29;24.29;24.29;;No;Institution;m9580;0
m9581;44.4;44.4;44.4;;No;Institution;m9581;0
m9582;9.67;125.8;59.48;50.22;No;Institution;m9582;0
m9583;45.14;45.14;45.14;;No;Institution;m9583;0
m9584;7.87;60.9;44.52;19.23;No;Institution;m9584;0
m9585;2.9;2.9;2.9;;No;Institution;m9585;0
m9586;20.08;131.38;58.18;36.25;No;Institution;m9586;0
m9587;7.56;15.3;12.76;3.55;No;Institution;m9587;0
m9588;47.24;84.12;59.59;13.14;No;Institution;m9588;0
m9589;212.8;212.8;212.8;;No;Institution;m9589;0
m959;14.51;312.08;191.24;66.92;No;Institution;m959;0
m9590;33.98;44.7;36.91;5.2;No;Institution;m9590;0
m9591;0.22;2991.81;58.67;118.58;No;Institution;m9591;0
m9592;8.72;20.78;14.59;5.02;No;Institution;m9592;0
m9593;16.48;16.48;16.48;;No;Institution;m9593;0
m9594;16.86;19.81;18.34;2.09;No;Institution;m9594;0
m9595;91.17;91.17;91.17;;No;Institution;m9595;0
m9596;36.91;47.58;42.24;7.54;No;Institution;m9596;0
m9597;55.9;202.34;123.29;73.91;No;Institution;m9597;0
m9598;159.43;159.43;159.43;;No;Institution;m9598;0
m9599;3.43;89.26;34.5;24.85;No;Institution;m9599;0
m96;5.91;15.93;10.4;4.44;No;Institution;m96;0
m960;33.48;36.22;34.85;1.94;No;Institution;m960;0
m9600;10.55;19.18;15.11;4.12;No;Institution;m9600;0
m9601;5.23;5.68;5.46;0.32;No;Institution;m9601;0
m9602;2.56;13.91;8.24;8.03;No;Institution;m9602;0
m9603;16.28;16.28;16.28;;No;Institution;m9603;0
m9604;272.87;272.87;272.87;;No;Institution;m9604;0
m9605;38.5;53.05;45.78;10.29;No;Institution;m9605;0
m9606;5.06;5.06;5.06;;No;Institution;m9606;0
m9607;115.33;115.33;115.33;;No;Institution;m9607;0
m9608;31.47;31.47;31.47;;No;Institution;m9608;0
m9609;4.89;94.58;41.75;37.43;No;Institution;m9609;0
m961;12.98;29.27;19.52;4.05;No;Institution;m961;0
m9610;71.59;71.59;71.59;;No;Institution;m9610;0
m9611;21.87;23.97;22.92;1.48;No;Institution;m9611;0
m9612;51.8;68.77;60.28;12.0;No;Institution;m9612;0
m9613;5.26;12.2;8.73;4.91;No;Institution;m9613;0
m9614;23.14;47.05;34.41;10.59;No;Institution;m9614;0
m9615;0.26;122.14;31.73;27.71;No;Institution;m9615;0
m9616;40.65;240.38;135.41;61.0;No;Institution;m9616;0
m9617;5.08;5.08;5.08;;No;Institution;m9617;0
m9618;43.39;144.05;101.47;25.93;No;Institution;m9618;0
m9619;52.29;52.29;52.29;;No;Institution;m9619;0
m962;54.91;54.91;54.91;;No;Institution;m962;0
m9620;96.64;136.5;111.78;21.59;No;Institution;m9620;0
m9621;32.12;32.12;32.12;;No;Institution;m9621;0
m9622;76.56;76.56;76.56;;No;Institution;m9622;0
m9623;138.21;138.21;138.21;;No;Institution;m9623;0
m9624;5.54;83.94;49.91;20.64;No;Institution;m9624;0
m9625;58.79;58.79;58.79;;No;Institution;m9625;0
m9626;4.07;11.38;8.53;1.48;No;Institution;m9626;0
m9627;35.06;1299.55;256.24;291.41;No;Institution;m9627;0
m9628;50.37;109.64;81.96;15.99;No;Institution;m9628;0
m9629;36.57;37.67;37.12;0.78;No;Institution;m9629;0
m963;177.44;239.28;208.36;43.73;No;Institution;m963;0
m9630;126.02;413.99;243.25;151.26;No;Institution;m9630;0
m9631;30.28;30.28;30.28;;No;Institution;m9631;0
m9632;15.91;36.87;31.2;6.41;No;Institution;m9632;0
m9633;9.01;9.01;9.01;;No;Institution;m9633;0
m9634;2.63;117.84;37.13;43.77;No;Institution;m9634;0
m9635;124.27;124.27;124.27;;No;Institution;m9635;0
m9636;3.08;91.3;36.24;48.01;No;Institution;m9636;0
m9637;43.49;43.49;43.49;;No;Institution;m9637;0
m9638;7.33;21.92;18.38;4.69;No;Institution;m9638;0
m9639;14.08;14.08;14.08;;No;Institution;m9639;0
m964;12.34;12.34;12.34;;No;Institution;m964;0
m9640;12.02;12.02;12.02;;No;Institution;m9640;0
m9641;21.56;23.84;22.7;1.61;No;Institution;m9641;0
m9642;3.99;3.99;3.99;;No;Institution;m9642;0
m9643;9.99;77.62;42.12;12.33;No;Institution;m9643;0
m9644;5.03;43.38;14.59;14.31;No;Institution;m9644;0
m9645;27.91;54.76;41.34;18.99;No;Institution;m9645;0
m9646;31.06;55.02;42.87;10.49;No;Institution;m9646;0
m9647;4.05;4.05;4.05;;No;Institution;m9647;0
m9648;5.59;11.87;9.65;3.52;No;Institution;m9648;0
m9649;2.32;32.87;6.11;3.24;No;Institution;m9649;0
m965;53.91;60.88;57.4;4.93;No;Institution;m965;0
m9650;4.08;115.32;29.87;29.75;No;Institution;m9650;0
m9651;8.25;17.09;12.67;6.25;No;Institution;m9651;0
m9652;30.52;30.52;30.52;;No;Institution;m9652;0
m9653;69.2;81.46;77.14;6.89;No;Institution;m9653;0
m9654;110.85;143.29;127.07;22.94;No;Institution;m9654;0
m9655;20.95;40.83;33.54;7.43;No;Institution;m9655;0
m9656;29.31;102.38;59.14;31.76;No;Institution;m9656;0
m9657;0.91;174.37;25.45;41.83;No;Institution;m9657;0
m9658;0.87;255.84;44.56;32.99;Yes;Institution;m9658;1
m9659;12.13;49.19;22.3;10.49;No;Institution;m9659;0
m966;0.39;0.77;0.67;0.11;No;Institution;m966;0
m9660;50.68;55.66;53.17;3.52;No;Institution;m9660;0
m9661;0.2;112.08;17.31;22.43;No;Institution;m9661;0
m9662;8.08;12.63;9.85;2.44;No;Institution;m9662;0
m9663;17.82;272.52;149.07;62.73;No;Institution;m9663;0
m9664;577.33;759.41;668.37;128.75;No;Institution;m9664;0
m9665;1.41;2.63;2.02;0.86;No;Institution;m9665;0
m9666;12.14;107.69;86.32;29.48;No;Institution;m9666;0
m9667;12.22;12.47;12.34;0.18;No;Institution;m9667;0
m9668;36.48;36.48;36.48;;No;Institution;m9668;0
m9669;132.61;174.55;149.39;22.19;No;Institution;m9669;0
m967;5.24;98.99;43.76;31.89;No;Institution;m967;0
m9670;-381.0;381.0;51.86;391.44;No;Institution;m9670;0
m9671;13.29;277.1;105.24;125.31;No;Institution;m9671;0
m9672;90.15;142.97;107.1;15.94;No;Institution;m9672;0
m9673;155.26;266.92;215.71;38.95;No;Institution;m9673;0
m9674;31.2;31.2;31.2;;No;Institution;m9674;0
m9675;7.39;17.82;13.73;4.54;No;Institution;m9675;0
m9676;8.68;123.16;62.85;34.07;No;Institution;m9676;0
m9677;3.32;3.71;3.51;0.28;No;Institution;m9677;0
m9678;1.47;36.35;8.98;10.58;No;Institution;m9678;0
m9679;0.95;85.49;19.56;21.52;No;Institution;m9679;0
m968;61.25;61.25;61.25;;No;Institution;m968;0
m9680;1.36;13.51;3.82;3.79;No;Institution;m9680;0
m9681;221.85;221.85;221.85;;No;Institution;m9681;0
m9682;5.0;65.81;20.25;21.19;No;Institution;m9682;0
m9683;115.46;115.46;115.46;;No;Institution;m9683;0
m9684;60.37;153.16;106.76;65.61;No;Institution;m9684;0
m9685;30.91;91.47;56.58;21.15;No;Institution;m9685;0
m9686;6.19;6.42;6.3;0.16;No;Institution;m9686;0
m9687;180.88;180.88;180.88;;No;Institution;m9687;0
m9688;9.47;30.35;19.91;14.76;No;Institution;m9688;0
m9689;35.5;37.37;36.24;0.84;No;Institution;m9689;0
m969;30.18;30.18;30.18;;No;Institution;m969;0
m9690;145.45;145.45;145.45;;No;Institution;m9690;0
m9691;142.04;142.04;142.04;;No;Institution;m9691;0
m9692;2.16;3.17;2.73;0.51;No;Institution;m9692;0
m9693;5.75;68.29;40.18;21.28;No;Institution;m9693;0
m9694;0.54;81.14;54.88;24.01;No;Institution;m9694;0
m9695;44.7;44.7;44.7;;No;Institution;m9695;0
m9696;12.7;30.31;21.5;12.45;No;Institution;m9696;0
m9697;31.88;31.88;31.88;;No;Institution;m9697;0
m9698;18.88;111.46;54.54;42.58;No;Institution;m9698;0
m9699;0.9;63.06;34.88;22.64;No;Institution;m9699;0
m97;3.37;64.5;33.94;43.23;No;Institution;m97;0
m970;17.02;31.64;23.11;5.94;No;Institution;m970;0
m9700;10.71;50.97;24.57;13.05;No;Institution;m9700;0
m9701;115.39;115.39;115.39;;No;Institution;m9701;0
m9702;352.81;352.81;352.81;;No;Institution;m9702;0
m9703;6.2;22.99;13.1;5.52;No;Institution;m9703;0
m9704;93.6;244.02;176.94;48.0;No;Institution;m9704;0
m9705;300.37;300.37;300.37;;No;Institution;m9705;0
m9706;9.75;23.92;16.84;10.02;No;Institution;m9706;0
m9707;499.17;499.17;499.17;;No;Institution;m9707;0
m9708;15.99;21.39;18.69;3.82;No;Institution;m9708;0
m9709;1.84;86.23;16.38;24.13;No;Institution;m9709;0
m971;34.99;34.99;34.99;;No;Institution;m971;0
m9710;11.07;57.08;38.07;18.68;No;Institution;m9710;0
m9711;56.75;56.75;56.75;;No;Institution;m9711;0
m9712;18.42;58.63;42.2;16.8;No;Institution;m9712;0
m9713;14.25;14.25;14.25;;No;Institution;m9713;0
m9714;180.75;233.72;207.08;26.49;No;Institution;m9714;0
m9715;441.05;441.05;441.05;;No;Institution;m9715;0
m9716;8.08;31.8;21.86;7.17;No;Institution;m9716;0
m9717;31.0;58.64;43.5;9.89;No;Institution;m9717;0
m9718;4.7;43.95;29.18;18.6;No;Institution;m9718;0
m9719;12.08;12.08;12.08;;No;Institution;m9719;0
m972;6.46;93.68;63.5;27.94;No;Institution;m972;0
m9720;68.34;480.37;244.85;139.36;No;Institution;m9720;0
m9721;289.65;289.65;289.65;;No;Institution;m9721;0
m9722;108.67;108.67;108.67;;No;Institution;m9722;0
m9723;30.85;104.97;67.83;26.29;No;Institution;m9723;0
m9724;50.3;198.75;100.48;85.11;No;Institution;m9724;0
m9725;1.97;79.85;29.22;31.39;No;Institution;m9725;0
m9726;3.01;57.57;35.11;14.84;No;Institution;m9726;0
m9727;11.46;47.28;30.95;6.53;No;Institution;m9727;0
m9728;6.68;6.68;6.68;;No;Institution;m9728;0
m9729;136.4;136.4;136.4;;No;Institution;m9729;0
m973;94.59;199.92;155.11;28.8;No;Institution;m973;0
m9730;-461.0;461.0;56.24;471.18;No;Institution;m9730;0
m9731;20.3;68.5;50.98;26.66;No;Institution;m9731;0
m9732;2.22;2.22;2.22;;No;Institution;m9732;0
m9733;8.5;8.5;8.5;;No;Institution;m9733;0
m9734;2.26;3.51;2.88;0.88;No;Institution;m9734;0
m9735;24.27;52.05;39.13;13.99;No;Institution;m9735;0
m9736;258.33;258.33;258.33;;No;Institution;m9736;0
m9737;3.24;3.28;3.26;0.03;No;Institution;m9737;0
m9738;22.75;90.25;66.74;18.38;No;Institution;m9738;0
m9739;16.33;16.33;16.33;;No;Institution;m9739;0
m974;10.48;63.52;38.47;21.23;No;Institution;m974;0
m9740;18.8;25.43;22.12;4.69;No;Institution;m9740;0
m9741;12.16;12.16;12.16;;No;Institution;m9741;0
m9742;389.41;389.41;389.41;;No;Institution;m9742;0
m9743;179.36;179.36;179.36;;No;Institution;m9743;0
m9744;3.56;133.8;21.39;35.2;No;Institution;m9744;0
m9745;79.96;88.57;84.26;6.09;No;Institution;m9745;0
m9746;109.88;109.88;109.88;;No;Institution;m9746;0
m9747;93.97;192.57;157.91;46.22;No;Institution;m9747;0
m9748;16.91;20.52;18.73;1.81;No;Institution;m9748;0
m9749;39.41;44.43;41.45;1.98;No;Institution;m9749;0
m975;224.97;224.97;224.97;;No;Institution;m975;0
m9750;14.49;119.96;56.01;45.9;No;Institution;m9750;0
m9751;1.5;2.76;2.11;0.34;No;Institution;m9751;0
m9752;81.98;536.94;199.13;89.75;No;Institution;m9752;0
m9753;21.75;21.75;21.75;;No;Institution;m9753;0
m9754;19.1;148.7;113.07;44.38;No;Institution;m9754;0
m9755;286.16;286.16;286.16;;No;Institution;m9755;0
m9756;308.53;502.27;418.44;50.96;No;Institution;m9756;0
m9757;116.18;116.18;116.18;;No;Institution;m9757;0
m9758;18.49;27.4;22.52;3.39;No;Institution;m9758;0
m9759;-138.0;219.19;73.06;187.24;No;Institution;m9759;0
m976;1.49;3.52;2.52;0.51;No;Institution;m976;0
m9760;18.03;18.03;18.03;;No;Institution;m9760;0
m9761;72.03;72.03;72.03;;No;Institution;m9761;0
m9762;1.04;53.82;21.6;18.68;No;Institution;m9762;0
m9763;3.65;67.0;32.1;30.85;No;Institution;m9763;0
m9764;199.67;199.67;199.67;;No;Institution;m9764;0
m9765;9.96;124.26;67.11;80.82;No;Institution;m9765;0
m9766;177.81;177.81;177.81;;No;Institution;m9766;0
m9767;50.11;230.28;96.21;89.4;No;Institution;m9767;0
m9768;2.51;120.61;27.97;44.0;No;Institution;m9768;0
m9769;130.66;177.83;154.24;33.35;No;Institution;m9769;0
m977;35.28;35.28;35.28;;No;Institution;m977;0
m9770;13.8;26.15;18.79;3.89;No;Institution;m9770;0
m9771;112.82;136.88;124.85;17.01;No;Institution;m9771;0
m9772;8.1;127.62;32.19;33.73;No;Institution;m9772;0
m9773;231.22;231.22;231.22;;No;Institution;m9773;0
m9774;47.11;112.81;79.96;46.46;No;Institution;m9774;0
m9775;59.02;341.16;169.37;89.97;No;Institution;m9775;0
m9776;4.32;49.15;15.8;14.44;No;Institution;m9776;0
m9777;37.54;37.54;37.54;;No;Institution;m9777;0
m9778;212.2;212.2;212.2;;No;Institution;m9778;0
m9779;4.86;7.08;5.72;0.97;No;Institution;m9779;0
m978;78.79;78.79;78.79;;No;Institution;m978;0
m9780;29.87;29.87;29.87;;No;Institution;m9780;0
m9781;62.95;198.21;142.24;70.58;No;Institution;m9781;0
m9782;20.29;42.12;28.35;6.06;No;Institution;m9782;0
m9783;-354.0;354.0;8.69;354.32;No;Institution;m9783;0
m9784;16.11;16.11;16.11;;No;Institution;m9784;0
m9785;19.12;23.15;21.14;2.85;No;Institution;m9785;0
m9786;132.9;132.9;132.9;;No;Institution;m9786;0
m9787;25.38;25.38;25.38;;No;Institution;m9787;0
m9788;1004.86;1292.73;1105.72;110.24;No;Institution;m9788;0
m9789;167.94;167.94;167.94;;No;Institution;m9789;0
m979;68.6;68.6;68.6;;No;Institution;m979;0
m9790;15.04;99.38;68.13;37.55;No;Institution;m9790;0
m9791;1.4;135.07;21.1;39.66;No;Institution;m9791;0
m9792;505.66;505.66;505.66;;No;Institution;m9792;0
m9793;7.15;17.81;13.26;2.25;No;Institution;m9793;0
m9794;48.37;74.08;63.39;10.79;No;Institution;m9794;0
m9795;19.48;25.21;22.34;4.05;No;Institution;m9795;0
m9796;1.47;13.63;5.61;6.95;No;Institution;m9796;0
m9797;1.53;187.86;30.55;50.84;No;Institution;m9797;0
m9798;1.9;102.73;19.9;21.3;No;Institution;m9798;0
m9799;8.58;21.29;16.66;3.57;No;Institution;m9799;0
m98;36.84;180.49;116.2;42.28;No;Institution;m98;0
m980;78.01;107.03;92.52;20.52;No;Institution;m980;0
m9800;102.8;102.8;102.8;;No;Institution;m9800;0
m9801;16.81;23.13;20.73;3.43;No;Institution;m9801;0
m9802;156.65;167.84;162.24;7.91;No;Institution;m9802;0
m9803;3.08;82.25;40.69;39.73;No;Institution;m9803;0
m9804;12.53;35.25;26.09;4.58;No;Institution;m9804;0
m9805;15.23;18.14;17.07;1.06;No;Institution;m9805;0
m9806;17.31;28.49;22.81;3.29;No;Institution;m9806;0
m9807;35.3;35.3;35.3;;No;Institution;m9807;0
m9808;61.5;61.5;61.5;;No;Institution;m9808;0
m9809;1.23;2.69;2.03;0.74;No;Institution;m9809;0
m981;15.49;118.73;61.27;38.52;No;Institution;m981;0
m9810;30.7;30.7;30.7;;No;Institution;m9810;0
m9811;30.06;92.96;53.22;28.19;No;Institution;m9811;0
m9812;14.74;14.74;14.74;;No;Institution;m9812;0
m9813;4.89;86.31;32.37;30.74;No;Institution;m9813;0
m9814;29.92;32.38;31.15;1.74;No;Institution;m9814;0
m9815;228.16;322.95;252.82;35.55;No;Institution;m9815;0
m9816;2.94;104.6;51.14;41.29;No;Institution;m9816;0
m9817;90.58;90.58;90.58;;No;Institution;m9817;0
m9818;230.76;242.43;236.6;8.25;No;Institution;m9818;0
m9819;6.12;20.92;10.55;6.97;No;Institution;m9819;0
m982;133.8;134.49;134.15;0.49;No;Institution;m982;0
m9820;2.42;41.96;30.14;11.27;No;Institution;m9820;0
m9821;14.66;14.66;14.66;;No;Institution;m9821;0
m9822;1.08;60.15;6.94;12.01;No;Institution;m9822;0
m9823;2.46;136.91;63.08;50.68;No;Institution;m9823;0
m9824;20.77;23.81;22.29;2.15;No;Institution;m9824;0
m9825;83.63;83.63;83.63;;No;Institution;m9825;0
m9826;139.1;164.8;152.73;12.92;No;Institution;m9826;0
m9827;79.04;93.64;86.34;10.32;No;Institution;m9827;0
m9828;185.65;185.65;185.65;;No;Institution;m9828;0
m9829;2.2;4.3;3.41;0.8;No;Institution;m9829;0
m983;51.04;114.91;92.95;19.79;No;Institution;m983;0
m9830;110.39;127.82;118.03;8.91;No;Institution;m9830;0
m9831;113.09;113.09;113.09;;No;Institution;m9831;0
m9832;18.62;18.62;18.62;;No;Institution;m9832;0
m9833;15.54;15.54;15.54;;No;Institution;m9833;0
m9834;57.17;106.63;79.29;10.83;No;Institution;m9834;0
m9835;-485.0;485.0;119.93;527.61;No;Institution;m9835;0
m9836;24.92;24.92;24.92;;No;Institution;m9836;0
m9837;3.67;84.92;50.08;41.84;No;Institution;m9837;0
m9838;11.1;126.69;77.84;28.26;No;Institution;m9838;0
m9839;20.82;30.29;25.56;6.7;No;Institution;m9839;0
m984;0.88;80.08;13.94;15.0;No;Institution;m984;0
m9840;6.64;26.1;16.37;13.76;No;Institution;m9840;0
m9841;15.25;33.34;26.29;6.37;No;Institution;m9841;0
m9842;176.42;179.93;178.18;2.48;No;Institution;m9842;0
m9843;24.54;24.54;24.54;;No;Institution;m9843;0
m9844;7.98;14.08;10.38;2.14;No;Institution;m9844;0
m9845;6.65;89.82;23.66;26.95;No;Institution;m9845;0
m9846;15.33;15.33;15.33;;No;Institution;m9846;0
m9847;269.5;269.5;269.5;;No;Institution;m9847;0
m9848;45.26;77.47;61.34;16.11;No;Institution;m9848;0
m9849;31.57;222.25;127.85;74.65;No;Institution;m9849;0
m985;16.31;16.31;16.31;;No;Institution;m985;0
m9850;0.71;810.68;64.6;82.92;Yes;Institution;m9850;1
m9851;121.89;121.89;121.89;;No;Institution;m9851;0
m9852;4.04;11.25;7.86;2.58;No;Institution;m9852;0
m9853;88.97;134.34;110.68;22.75;No;Institution;m9853;0
m9854;3.33;3.33;3.33;;No;Institution;m9854;0
m9855;91.67;91.67;91.67;;No;Institution;m9855;0
m9856;2.71;9.25;5.54;2.74;No;Institution;m9856;0
m9857;11.4;26.57;21.24;6.24;No;Institution;m9857;0
m9858;161.29;227.6;187.41;35.32;No;Institution;m9858;0
m9859;16.48;52.38;35.87;12.18;No;Institution;m9859;0
m986;24.94;97.89;63.41;15.88;No;Institution;m986;0
m9860;57.92;57.92;57.92;;No;Institution;m9860;0
m9861;291.16;291.16;291.16;;No;Institution;m9861;0
m9862;-499.0;1362.93;137.4;354.28;No;Institution;m9862;0
m9863;28.63;36.57;33.1;3.87;No;Institution;m9863;0
m9864;64.71;74.65;69.68;7.03;No;Institution;m9864;0
m9865;47.36;69.14;59.45;9.16;No;Institution;m9865;0
m9866;1.61;38.31;17.14;13.12;No;Institution;m9866;0
m9867;16.99;42.66;31.14;10.07;No;Institution;m9867;0
m9868;65.89;89.71;74.16;8.6;No;Institution;m9868;0
m9869;93.42;251.1;161.28;38.03;No;Institution;m9869;0
m987;12.88;37.56;23.78;6.97;No;Institution;m987;0
m9870;2.31;2.7;2.5;0.28;No;Institution;m9870;0
m9871;0.46;244.22;48.15;57.21;No;Institution;m9871;0
m9872;20.92;28.26;24.59;5.19;No;Institution;m9872;0
m9873;2.43;51.2;38.24;17.56;No;Institution;m9873;0
m9874;11.97;19.12;15.07;3.67;No;Institution;m9874;0
m9875;71.64;71.64;71.64;;No;Institution;m9875;0
m9876;34.5;42.9;39.74;4.57;No;Institution;m9876;0
m9877;60.33;76.28;68.31;11.28;No;Institution;m9877;0
m9878;12.54;12.54;12.54;;No;Institution;m9878;0
m9879;7.55;55.17;22.33;22.08;No;Institution;m9879;0
m988;6.65;59.55;42.59;16.19;No;Institution;m988;0
m9880;59.13;59.13;59.13;;No;Institution;m9880;0
m9881;3.52;3.52;3.52;;No;Institution;m9881;0
m9882;1.31;57.95;9.16;12.06;No;Institution;m9882;0
m9883;6.2;48.89;31.62;13.09;No;Institution;m9883;0
m9884;91.41;102.07;96.74;7.54;No;Institution;m9884;0
m9885;16.64;43.93;33.55;7.88;No;Institution;m9885;0
m9886;20.36;43.72;33.65;6.87;No;Institution;m9886;0
m9887;81.68;81.68;81.68;;No;Institution;m9887;0
m9888;7.56;258.44;118.7;74.34;No;Institution;m9888;0
m9889;77.92;187.27;130.49;30.84;No;Institution;m9889;0
m989;20.68;81.7;39.24;28.9;No;Institution;m989;0
m9890;8.64;195.99;62.09;46.99;No;Institution;m9890;0
m9891;46.41;98.05;77.56;14.93;No;Institution;m9891;0
m9892;35.75;44.47;41.52;5.0;No;Institution;m9892;0
m9893;79.61;207.17;135.37;41.83;No;Institution;m9893;0
m9894;4.73;52.92;18.39;17.27;No;Institution;m9894;0
m9895;3.19;130.56;55.6;31.14;No;Institution;m9895;0
m9896;61.84;151.58;102.4;41.3;No;Institution;m9896;0
m9897;53.53;161.04;115.4;48.15;No;Institution;m9897;0
m9898;1.02;43.35;27.34;16.92;No;Institution;m9898;0
m9899;28.68;28.68;28.68;;No;Institution;m9899;0
m99;0.51;15.85;7.67;4.88;No;Institution;m99;0
m990;19.88;20.07;19.98;0.13;No;Institution;m990;0
m9900;-114.0;264.58;88.19;190.6;No;Institution;m9900;0
m9901;22.1;43.67;32.61;10.8;No;Institution;m9901;0
m9902;183.02;354.78;281.37;46.54;No;Institution;m9902;0
m9903;82.39;82.39;82.39;;No;Institution;m9903;0
m9904;155.92;155.92;155.92;;No;Institution;m9904;0
m9905;54.02;54.02;54.02;;No;Institution;m9905;0
m9906;8.62;28.63;22.76;8.27;No;Institution;m9906;0
m9907;34.24;61.89;50.56;8.97;No;Institution;m9907;0
m9908;80.72;83.06;81.89;1.65;No;Institution;m9908;0
m9909;97.27;97.27;97.27;;No;Institution;m9909;0
m991;14.72;19.02;16.84;2.15;No;Institution;m991;0
m9910;1.28;10.77;4.76;4.28;No;Institution;m9910;0
m9911;107.43;127.65;117.54;14.3;No;Institution;m9911;0
m9912;273.46;273.46;273.46;;No;Institution;m9912;0
m9913;4.31;15.71;9.75;3.22;No;Institution;m9913;0
